Assembly,Material,OpenOrders,NewOrders,TotalWork,TotalSetup,SumDuration,SumOperations,ProductionOrders,CycleTime
19.784523,155568430,9,3,4.68,10.48,158,15,3,2366
19.784523,155568430,9,3,4.68,10.48,145,15,3,2118
19.784523,155568430,9,3,4.68,10.48,310,30,6,3644
23.78724,187656220,12,3,4.81,11.27,149,15,3,1502
23.78724,187656220,12,3,4.81,11.27,195,20,4,2238
27.200695,204444420,13,2,5.24,12.19,147,15,3,2108
31.649242,206679900,10,0,3.98,10.36,253,25,5,3121
31.649242,206679900,10,0,3.98,10.36,151,15,3,2057
30.089062,199409700,10,2,1.52,2.07,151,15,3,1595
29.664423,193924660,9,1,2.98,4.18,161,15,3,1828
29.664423,193924660,9,1,2.98,4.18,255,25,5,3391
29.458185,204185980,10,2,1.92,4.54,149,15,3,2106
32.12389,195516640,10,1,3.55,9.41,158,15,3,2161
32.12389,195516640,10,1,3.55,9.41,153,15,3,1703
32.12389,195516640,10,1,3.55,9.41,153,15,3,1683
32.12389,195516640,10,1,3.55,9.41,152,15,3,1878
32.12389,195516640,10,1,3.55,9.41,197,20,4,2106
32.12389,195516640,10,1,3.55,9.41,200,20,4,2079
32.18659,264581980,15,6,4.24,7.24,199,20,4,2293
32.18659,264581980,15,6,4.24,7.24,253,25,5,3055
32.18659,264581980,15,6,4.24,7.24,155,15,3,1878
38.116783,320989540,14,0,5.51,10.82,417,40,8,5000
38.116783,320989540,14,0,5.51,10.82,161,15,3,2330
43.114914,318206080,11,2,5.28,10.8,199,20,4,2495
42.54094,323888480,10,1,4.55,9.62,195,20,4,2799
42.54094,323888480,10,1,4.55,9.62,156,15,3,2130
42.54365,342515800,7,2,2.71,7.95,197,20,4,2095
42.54365,342515800,7,2,2.71,7.95,404,40,8,5063
43.751987,383070000,9,2,4.45,11.38,155,15,3,2027
43.751987,383070000,9,2,4.45,11.38,158,15,3,1856
46.596195,395854100,11,2,4.3,10.05,149,15,3,1613
46.596195,395854100,11,2,4.3,10.05,156,15,3,1976
46.596195,395854100,11,2,4.3,10.05,147,15,3,1682
46.596195,395854100,11,2,4.3,10.05,149,15,3,1667
48.08073,394805500,13,4,4.09,8.32,201,20,4,2723
48.08073,394805500,13,4,4.09,8.32,158,15,3,1646
49.36853,441805100,14,2,5.31,10.54,442,45,9,6245
49.36853,441805100,14,2,5.31,10.54,158,15,3,2340
52.130207,459242720,13,2,5.56,11.18,404,40,8,4077
52.130207,459242720,13,2,5.56,11.18,254,25,5,2870
52.130207,459242720,13,2,5.56,11.18,399,40,8,4846
52.130207,459242720,13,2,5.56,11.18,254,25,5,3686
54.281403,513038500,14,4,6.49,11.18,150,15,3,1537
54.281403,513038500,14,4,6.49,11.18,417,40,8,5234
59.038765,534634600,12,2,7.08,11.26,153,15,3,1823
59.038765,534634600,12,2,7.08,11.26,156,15,3,2089
59.038765,534634600,12,2,7.08,11.26,201,20,4,2505
59.038765,534634600,12,2,7.08,11.26,442,45,9,5050
60.71717,556829630,15,4,7.5,9.5,254,25,5,2851
60.71717,556829630,15,4,7.5,9.5,199,20,4,2902
64.27557,566222500,16,2,7,11.46,145,15,3,1887
69.97454,576910700,15,0,5.28,10.93,193,20,4,2376
69.97454,576910700,15,0,5.28,10.93,199,20,4,2530
69.97454,576910700,15,0,5.28,10.93,209,20,4,3003
70.28548,575553200,13,0,2.96,8.6,145,15,3,2138
70.28548,575553200,13,0,2.96,8.6,195,20,4,1976
69.08851,572739200,12,2,3.05,7.3,442,45,9,4645
69.08851,572739200,12,2,3.05,7.3,195,20,4,2381
69.08851,572739200,12,2,3.05,7.3,149,15,3,1792
68.1537,571186800,14,3,4.72,10.51,193,20,4,2893
68.1537,571186800,14,3,4.72,10.51,195,20,4,2709
67.57838,558426700,14,2,4.02,9.98,150,15,3,1914
66.373024,546419840,13,1,4.08,10.19,256,25,5,3455
66.373024,546419840,13,1,4.08,10.19,156,15,3,1585
65.745995,583213060,10,2,4.43,9.55,149,15,3,1650
65.745995,583213060,10,2,4.43,9.55,201,20,4,2512
65.745995,583213060,10,2,4.43,9.55,200,20,4,2815
68.85656,594183230,11,3,4.58,9.93,197,20,4,2593
68.85656,594183230,11,3,4.58,9.93,155,15,3,2141
69.95432,605171140,12,2,4.21,9.99,147,15,3,2037
70.2844,604811900,8,0,1.99,4.79,158,15,3,1588
70.2844,604811900,8,0,1.99,4.79,404,40,8,4338
69.79977,625996540,10,2,2.92,8,199,20,4,2039
71.22041,615138300,9,1,4.08,9.43,256,25,5,3481
71.22041,615138300,9,1,4.08,9.43,158,15,3,1831
69.25656,596566800,5,0,3.21,7.86,200,20,4,2132
68.1224,589102340,6,1,2.93,6.86,404,40,8,5557
68.1224,589102340,6,1,2.93,6.86,150,15,3,2109
68.1224,589102340,6,1,2.93,6.86,417,40,8,5245
67.9202,600590400,9,3,4.42,11.49,152,15,3,2011
69.354,608863600,8,1,3.22,7.5,158,15,3,1699
69.354,608863600,8,1,3.22,7.5,145,15,3,1752
71.45861,609974600,9,0,3.12,7.56,253,25,5,3592
72.59772,623668860,7,1,2.19,5.32,310,30,6,4022
72.59772,623668860,7,1,2.19,5.32,156,15,3,2183
74.06553,614468800,6,0,2.56,6.79,199,20,4,2951
74.06553,614468800,6,0,2.56,6.79,158,15,3,2346
72.83207,604830600,8,2,1.65,4.62,156,15,3,1648
71.57137,593229760,9,0,2.7,5.63,404,40,8,5769
71.57137,593229760,9,0,2.7,5.63,245,25,5,3318
74.338806,618071550,10,2,2.6,6.6,254,25,5,3283
74.338806,618071550,10,2,2.6,6.6,197,20,4,2623
74.338806,618071550,10,2,2.6,6.6,256,25,5,3575
74.338806,618071550,10,2,2.6,6.6,199,20,4,2602
75.44196,632771840,10,4,4.64,9.35,404,40,8,5302
76.071754,644427460,10,1,4.48,11.59,417,40,8,5979
77.835815,640363900,9,0,3.72,8.96,161,15,3,2052
76.61963,645975100,10,1,1.19,2.18,255,25,5,3278
76.61963,645975100,10,1,1.19,2.18,404,40,8,5676
78.1245,633101500,8,0,3.81,9.53,199,20,4,2699
78.1245,633101500,8,0,3.81,9.53,150,15,3,1670
77.6056,630636700,10,2,3.71,8.78,417,40,8,5368
76.07566,616532500,9,0,1.38,2.98,199,20,4,2322
74.98887,615297500,9,1,0.62,1.71,310,30,6,3858
75.16479,609751900,8,1,2.58,7.02,256,25,5,3455
74.692215,610676600,7,1,2.68,6.86,152,15,3,2110
74.692215,610676600,7,1,2.68,6.86,145,15,3,1954
74.692215,610676600,7,1,2.68,6.86,155,15,3,1763
75.011475,630958460,10,3,3.01,7.58,156,15,3,1651
75.85233,638134500,9,0,1.53,3.83,153,15,3,1871
75.85233,638134500,9,0,1.53,3.83,310,30,6,3866
74.3102,625616200,7,0,3.34,7.97,152,15,3,1687
74.3102,625616200,7,0,3.34,7.97,404,40,8,5499
73.65594,620113500,5,0,4.64,11.75,404,40,8,4861
73.65594,620113500,5,0,4.64,11.75,145,15,3,1855
75.83179,639716860,5,0,3.62,9.4,442,45,9,5341
75.83179,639716860,5,0,3.62,9.4,152,15,3,2143
75.55876,640724160,7,2,2.23,5.86,147,15,3,1500
75.76314,625818430,6,0,0.16,0.31,253,25,5,3341
75.76314,625818430,6,0,0.16,0.31,149,15,3,1753
75.76314,625818430,6,0,0.16,0.31,149,15,3,1730
75.76314,625818430,6,0,0.16,0.31,147,15,3,2201
75.76314,625818430,6,0,0.16,0.31,161,15,3,1669
75.76314,625818430,6,0,0.16,0.31,254,25,5,2764
77.65009,653399940,10,0,5.99,11.68,417,40,8,5670
78.381294,646836000,11,1,5.01,10.06,417,40,8,4810
78.381294,646836000,11,1,5.01,10.06,161,15,3,2178
78.381294,646836000,11,1,5.01,10.06,195,20,4,2343
78.381294,646836000,11,1,5.01,10.06,150,15,3,2236
78.38961,655815550,14,4,4.38,11.57,156,15,3,2158
78.38961,655815550,14,4,4.38,11.57,417,40,8,4566
78.38961,655815550,14,4,4.38,11.57,253,25,5,2718
80.93212,722603700,12,0,6,12.02,397,40,8,5147
80.93212,722603700,12,0,6,12.02,156,15,3,1781
84.2857,722090900,12,2,5.4,12.47,442,45,9,5206
84.2857,722090900,12,2,5.4,12.47,149,15,3,1572
84.2857,722090900,12,2,5.4,12.47,153,15,3,1620
85.20903,726496400,13,3,5.86,11.2,149,15,3,2140
85.20903,726496400,13,3,5.86,11.2,158,15,3,2255
85.20903,726496400,13,3,5.86,11.2,147,15,3,1811
86.29792,722786200,13,0,4.3,10.29,310,30,6,3145
86.46647,718546900,11,1,3.23,7.88,199,20,4,2517
86.46647,718546900,11,1,3.23,7.88,158,15,3,2247
86.46647,718546900,11,1,3.23,7.88,200,20,4,2807
86.212326,739247170,13,3,3.16,7.49,404,40,8,4104
86.212326,739247170,13,3,3.16,7.49,245,25,5,3366
90.17832,740605630,10,0,4.29,9.49,149,15,3,2115
90.17832,740605630,10,0,4.29,9.49,195,20,4,2278
90.17832,740605630,10,0,4.29,9.49,149,15,3,1640
90.17832,740605630,10,0,4.29,9.49,153,15,3,2170
89.69713,737417300,13,4,3.75,11.64,404,40,8,4819
89.304,734823600,14,1,5.12,11.64,147,15,3,1856
88.86879,734350460,12,1,4.01,8.55,199,20,4,2481
88.86879,734350460,12,1,4.01,8.55,158,15,3,1812
89.05734,731973250,10,2,2.88,7.35,158,15,3,1991
89.05734,731973250,10,2,2.88,7.35,197,20,4,2051
89.05734,731973250,10,2,2.88,7.35,200,20,4,2398
89.210976,738411100,9,0,4.17,9.97,145,15,3,1652
89.210976,738411100,9,0,4.17,9.97,195,20,4,2347
89.210976,738411100,9,0,4.17,9.97,397,40,8,5271
88.772896,742483200,10,3,3.91,9.94,158,15,3,2340
88.460915,734419700,8,0,2.88,7.9,147,15,3,1501
87.81338,731180160,6,1,0.77,2.41,253,25,5,3290
87.81338,731180160,6,1,0.77,2.41,404,40,8,4689
87.62801,731052200,8,2,4.47,11.46,200,20,4,2323
87.62801,731052200,8,2,4.47,11.46,197,20,4,2345
87.62801,731052200,8,2,4.47,11.46,152,15,3,1993
87.58093,743249700,8,3,4.43,8.99,151,15,3,1886
88.23925,740112640,8,1,3.57,8.45,155,15,3,1776
90.32303,759918000,9,1,3.44,6.43,201,20,4,2421
90.385544,764215550,10,1,2.29,6.06,147,15,3,1748
90.385544,764215550,10,1,2.29,6.06,201,20,4,3003
89.701065,759614400,10,2,2.09,5.5,147,15,3,1819
89.701065,759614400,10,2,2.09,5.5,199,20,4,2025
89.701065,759614400,10,2,2.09,5.5,152,15,3,1563
90.15803,760290800,8,0,3.61,8.36,255,25,5,3379
90.15803,760290800,8,0,3.61,8.36,156,15,3,1979
89.72423,756112450,7,0,0.95,2.35,145,15,3,1680
89.20715,752211840,5,1,2.15,5,200,20,4,2194
88.4699,746618900,5,1,0.25,0.62,147,15,3,1534
88.4699,746618900,5,1,0.25,0.62,152,15,3,1581
88.14858,751779650,6,2,3.6,8.61,442,45,9,5757
88.14858,751779650,6,2,3.6,8.61,256,25,5,3486
88.14858,751779650,6,2,3.6,8.61,200,20,4,2345
88.14858,751779650,6,2,3.6,8.61,152,15,3,1863
88.66382,769797300,9,4,5.01,11.66,397,40,8,4247
88.66382,769797300,9,4,5.01,11.66,245,25,5,2859
88.66382,769797300,9,4,5.01,11.66,404,40,8,4898
88.66382,769797300,9,4,5.01,11.66,161,15,3,2162
91.1425,781768400,10,0,6.17,11.86,150,15,3,1717
91.1425,781768400,10,0,6.17,11.86,145,15,3,1950
91.1425,781768400,10,0,6.17,11.86,153,15,3,1967
91.1425,781768400,10,0,6.17,11.86,209,20,4,3079
92.3105,781564160,13,4,5.49,12.77,195,20,4,2376
92.3105,781564160,13,4,5.49,12.77,197,20,4,2822
93.05444,798079900,14,2,5.84,12.81,195,20,4,2474
93.05444,798079900,14,2,5.84,12.81,417,40,8,5358
93.68454,822751100,15,2,6.23,11.88,193,20,4,2129
96.839005,816375200,14,1,5.47,11.12,161,15,3,1742
96.839005,816375200,14,1,5.47,11.12,152,15,3,1746
96.839005,816375200,14,1,5.47,11.12,145,15,3,1891
96.839005,816375200,14,1,5.47,11.12,310,30,6,3635
96.839005,816375200,14,1,5.47,11.12,310,30,6,4047
97.44418,820997760,16,5,5.05,10.44,397,40,8,4664
97.44418,820997760,16,5,5.05,10.44,149,15,3,1659
97.44418,820997760,16,5,5.05,10.44,255,25,5,3225
97.90393,830465900,18,3,6.2,11.85,158,15,3,2346
99.99597,847927550,18,1,5.69,11.31,155,15,3,1830
99.99597,847927550,18,1,5.69,11.31,153,15,3,2176
99.99597,847927550,18,1,5.69,11.31,397,40,8,5196
99.885574,847480260,15,3,6.27,11.54,209,20,4,3101
99.885574,847480260,15,3,6.27,11.54,310,30,6,3495
99.885574,847480260,15,3,6.27,11.54,201,20,4,2089
99.885574,847480260,15,3,6.27,11.54,310,30,6,4032
99.885574,847480260,15,3,6.27,11.54,149,15,3,2094
100.67938,845123400,18,5,6.46,11.31,145,15,3,1474
100.67938,845123400,18,5,6.46,11.31,255,25,5,3053
100.67938,845123400,18,5,6.46,11.31,161,15,3,2125
101.284294,846056400,18,3,8.06,10.36,158,15,3,2119
101.17177,843271230,19,1,6.4,11.42,255,25,5,3574
101.17177,843271230,19,1,6.4,11.42,155,15,3,2236
101.17177,843271230,19,1,6.4,11.42,151,15,3,1763
101.18332,842684540,19,3,5.8,12.33,147,15,3,1805
101.18332,842684540,19,3,5.8,12.33,156,15,3,1732
101.18332,842684540,19,3,5.8,12.33,199,20,4,2133
101.15806,848352000,18,3,6.23,12.54,200,20,4,2209
101.15806,848352000,18,3,6.23,12.54,201,20,4,2889
101.15806,848352000,18,3,6.23,12.54,201,20,4,2790
101.55787,868931900,18,3,6.31,12.7,399,40,8,4392
101.55787,868931900,18,3,6.31,12.7,152,15,3,2100
103.89618,891862140,16,2,7.07,11.3,253,25,5,3515
103.89618,891862140,16,2,7.07,11.3,193,20,4,2280
106.72834,900809800,14,2,6.1,11.51,156,15,3,1961
106.72834,900809800,14,2,6.1,11.51,255,25,5,2955
106.72834,900809800,14,2,6.1,11.51,193,20,4,2690
107.10543,895917800,15,3,5.85,11.5,155,15,3,1592
107.10543,895917800,15,3,5.85,11.5,254,25,5,3234
107.53687,902339400,14,2,5.32,12.74,255,25,5,2823
107.53687,902339400,14,2,5.32,12.74,255,25,5,3402
107.69427,902434800,14,2,6.03,12.3,158,15,3,2132
107.95635,897206800,12,1,4.49,9.47,199,20,4,2212
107.95635,897206800,12,1,4.49,9.47,442,45,9,5498
107.34495,899979800,11,2,3.6,9.29,155,15,3,1567
107.34495,899979800,11,2,3.6,9.29,397,40,8,4544
107.34495,899979800,11,2,3.6,9.29,156,15,3,2076
107.34495,899979800,11,2,3.6,9.29,149,15,3,1859
107.34495,899979800,11,2,3.6,9.29,199,20,4,2573
107.300896,906561860,16,5,6.06,12.56,255,25,5,3010
107.669945,903531260,14,1,6.2,12.16,161,15,3,2320
107.669945,903531260,14,1,6.2,12.16,245,25,5,2854
108.092575,901943100,14,2,5.56,11.94,197,20,4,2130
108.092575,901943100,14,2,5.56,11.94,152,15,3,2115
108.07269,902906560,13,2,4.8,11.22,145,15,3,1890
108.148506,900046300,10,1,4.88,9.54,153,15,3,1538
107.82773,895207230,11,1,3.33,8.16,153,15,3,1765
107.126045,892126900,11,1,1.64,4.54,399,40,8,5233
107.126045,892126900,11,1,1.64,4.54,245,25,5,3006
106.77611,891488100,10,2,3.5,10.16,195,20,4,2652
106.80912,888824700,7,1,3.59,9.93,149,15,3,1656
106.80912,888824700,7,1,3.59,9.93,151,15,3,1738
106.54144,884876740,8,2,2.91,7.67,145,15,3,2049
106.54144,884876740,8,2,2.91,7.67,156,15,3,1594
106.158226,882799100,9,2,3.16,7.82,145,15,3,1981
106.158226,882799100,9,2,3.16,7.82,151,15,3,1773
106.158226,882799100,9,2,3.16,7.82,255,25,5,2955
106.158226,882799100,9,2,3.16,7.82,161,15,3,1702
105.48331,879360060,12,0,4.49,9.68,254,25,5,2943
105.356224,876101950,10,1,4.03,9.33,193,20,4,2872
105.356224,876101950,10,1,4.03,9.33,255,25,5,3001
105.356224,876101950,10,1,4.03,9.33,149,15,3,1795
105.156845,873183600,9,1,5.19,10.88,152,15,3,1999
5.0220237,66440468,5,2,2.71,6.79,153,15,3,1622
5.0220237,66440468,5,2,2.71,6.79,149,15,3,2227
5.0220237,66440468,5,2,2.71,6.79,197,20,4,2414
5.0220237,66440468,5,2,2.71,6.79,152,15,3,1620
8.340625,119421864,8,4,3.31,8.33,156,15,3,2062
8.340625,119421864,8,4,3.31,8.33,253,25,5,3087
21.561367,189916620,8,0,4.82,11.05,399,40,8,5535
21.561367,189916620,8,0,4.82,11.05,253,25,5,3466
22.794508,185583310,9,2,4.03,9.7,145,15,3,1760
22.02257,199333310,9,1,2.46,5.57,195,20,4,2264
22.02257,199333310,9,1,2.46,5.57,254,25,5,2680
23.208654,214540030,8,2,2.79,7.64,195,20,4,2676
23.208654,214540030,8,2,2.79,7.64,254,25,5,3126
23.208654,214540030,8,2,2.79,7.64,417,40,8,5815
23.208654,214540030,8,2,2.79,7.64,397,40,8,5097
23.36756,278224670,11,4,6.43,11.33,310,30,6,3368
27.895834,331416640,11,1,6.67,12.14,417,40,8,5013
27.895834,331416640,11,1,6.67,12.14,256,25,5,2773
39.901104,338225440,11,0,5.09,11.57,158,15,3,1689
40.556366,339369180,11,1,3.28,8.14,245,25,5,2564
40.556366,339369180,11,1,3.28,8.14,152,15,3,1898
42.909977,339371680,11,2,2.82,7.59,245,25,5,2905
40.69365,313232100,10,0,1.76,4.93,149,15,3,2201
40.69365,313232100,10,0,1.76,4.93,158,15,3,2086
40.69365,313232100,10,0,1.76,4.93,149,15,3,1741
40.69365,313232100,10,0,1.76,4.93,245,25,5,3590
38.84394,326150530,11,4,1.51,4.09,145,15,3,1704
40.77545,321916640,11,1,3.69,9.75,156,15,3,2081
40.77545,321916640,11,1,3.69,9.75,197,20,4,2511
40.77545,321916640,11,1,3.69,9.75,151,15,3,1854
40.77545,321916640,11,1,3.69,9.75,151,15,3,1969
41.653732,344164900,14,4,4.22,9.22,149,15,3,1595
41.653732,344164900,14,4,4.22,9.22,200,20,4,2285
46.195168,359692450,15,2,5.48,12.09,155,15,3,1975
47.085823,377146370,12,1,4.3,9.64,197,20,4,2663
47.085823,377146370,12,1,4.3,9.64,399,40,8,4344
47.085823,377146370,12,1,4.3,9.64,193,20,4,2234
46.47164,423011740,12,3,3.42,9.6,200,20,4,2483
46.47164,423011740,12,3,3.42,9.6,209,20,4,2489
46.47164,423011740,12,3,3.42,9.6,200,20,4,2749
46.47164,423011740,12,3,3.42,9.6,156,15,3,1953
51.110493,441620480,12,4,5.83,11.88,209,20,4,2390
53.606876,435789540,9,0,4.73,10.76,197,20,4,2948
53.606876,435789540,9,0,4.73,10.76,255,25,5,2708
55.839447,450925340,11,2,3.19,7.02,149,15,3,2002
55.839447,450925340,11,2,3.19,7.02,199,20,4,2309
55.839447,450925340,11,2,3.19,7.02,404,40,8,5706
55.839447,450925340,11,2,3.19,7.02,195,20,4,2397
55.77376,521361920,14,4,3.93,10.72,256,25,5,2884
62.152462,552277700,11,1,5.82,12.07,197,20,4,2895
64.01489,551369400,10,1,4.36,10.48,151,15,3,1521
64.01489,551369400,10,1,4.36,10.48,442,45,9,4631
70.5173,593734300,10,0,4.27,8.83,153,15,3,1773
64.86149,600599940,12,2,4.98,10.14,153,15,3,1664
69.6223,615597300,8,2,2.93,6.85,397,40,8,4618
72.69117,615252100,8,1,3.55,8.65,147,15,3,1639
72.69117,615252100,8,1,3.55,8.65,156,15,3,1767
72.190384,607676160,9,2,2.51,6.28,145,15,3,1490
72.190384,607676160,9,2,2.51,6.28,417,40,8,6180
73.65808,621367800,8,0,4.58,10.99,245,25,5,3542
74.973595,611339100,6,0,0.89,1.87,199,20,4,2970
73.59115,601338000,6,1,3.29,8.45,417,40,8,4653
72.082085,597924000,6,1,1.51,4.09,161,15,3,2095
72.482925,590179260,7,1,1.38,3.65,158,15,3,1832
69.373085,555833660,6,0,0,0,147,15,3,1781
69.373085,555833660,6,0,1.38,3.65,155,15,3,1921
68.46438,587944500,6,2,2.04,5.65,254,25,5,3605
70.24952,588436600,6,0,1.06,2.4,152,15,3,2038
70.24952,588436600,6,0,1.06,2.4,255,25,5,3311
70.24952,588436600,6,0,1.06,2.4,197,20,4,2880
69.75908,610917760,7,3,2.47,6.29,193,20,4,2276
71.7924,613994500,7,1,4.33,9.18,442,45,9,6237
73.04061,618208500,7,1,4.8,9.88,195,20,4,2143
74.121544,625666200,8,1,3.1,7.73,156,15,3,1911
74.121544,625666200,8,1,3.1,7.73,200,20,4,2186
74.121544,625666200,8,1,3.1,7.73,156,15,3,1807
74.121544,625666200,8,1,3.1,7.73,147,15,3,1662
74.302155,655301400,11,4,3.46,8.79,199,20,4,2398
75.30395,645855100,11,1,4.68,10.32,193,20,4,2489
74.80749,639090940,10,1,3.08,8.64,442,45,9,6051
74.80749,639090940,10,1,3.08,8.64,404,40,8,5048
74.80749,639090940,10,1,3.08,8.64,151,15,3,2080
74.80749,639090940,10,1,3.08,8.64,253,25,5,2737
74.80749,639090940,10,1,3.08,8.64,151,15,3,1554
74.375206,673299500,13,5,5.03,11.84,199,20,4,2851
77.21438,677644700,11,1,5.69,12.84,442,45,9,4694
77.21438,677644700,11,1,5.69,12.84,153,15,3,2019
77.95487,679270660,12,2,5.95,12.9,152,15,3,1775
77.95487,679270660,12,2,5.95,12.9,397,40,8,4142
77.95487,679270660,12,2,5.95,12.9,442,45,9,5242
79.70536,696930050,14,3,6.59,13.05,199,20,4,2734
79.70536,696930050,14,3,6.59,13.05,151,15,3,2213
79.70536,696930050,14,3,6.59,13.05,254,25,5,3484
80.85742,708424640,15,3,6.76,11.44,149,15,3,1848
81.68423,703861400,15,1,6.12,11.88,199,20,4,2802
81.68423,703861400,15,1,6.12,11.88,200,20,4,2876
82.140785,707767100,14,2,5.04,12.02,158,15,3,2066
82.140785,707767100,14,2,5.04,12.02,150,15,3,1991
82.1407,715549300,15,2,4.78,9.41,245,25,5,3460
84.5796,708163140,14,1,4.06,10.57,193,20,4,2714
84.5796,708163140,14,1,4.06,10.57,193,20,4,2125
84.56836,698182800,14,2,3.16,7.98,245,25,5,3148
84.56836,698182800,14,2,3.16,7.98,150,15,3,1932
84.56836,698182800,14,2,3.16,7.98,417,40,8,5098
83.465416,708279000,17,3,4.12,10.66,156,15,3,2136
84.5083,708439360,12,1,5.82,12.15,195,20,4,2237
84.5083,708439360,12,1,5.82,12.15,151,15,3,1845
85.060646,723827100,11,2,5.07,11.16,256,25,5,3467
85.060646,723827100,11,2,5.07,11.16,399,40,8,4153
86.30402,745664200,13,2,5.17,11.84,245,25,5,2578
88.771675,742836800,11,1,4.91,11.57,399,40,8,5850
88.771675,742836800,11,1,4.91,11.57,158,15,3,2350
88.286835,737359550,10,2,4.33,11.03,245,25,5,3272
87.60333,731706000,8,1,3.92,9.99,199,20,4,2369
87.60333,731706000,8,1,3.92,9.99,197,20,4,2195
87.323265,733315260,10,2,4,9.71,156,15,3,2137
87.323265,733315260,10,2,4,9.71,156,15,3,1738
87.26712,731859300,12,2,2.83,7.69,397,40,8,5077
87.26712,731859300,12,2,2.83,7.69,151,15,3,1967
88.08146,739016100,14,2,4.79,12.59,199,20,4,2560
88.08146,739016100,14,2,4.79,12.59,200,20,4,2459
88.08146,739016100,14,2,4.79,12.59,150,15,3,1986
88.02625,741990140,14,3,5.31,12.26,417,40,8,4802
88.02625,741990140,14,3,5.31,12.26,145,15,3,2004
88.02625,741990140,14,3,5.31,12.26,147,15,3,1885
89.05607,745439900,12,0,5.67,11.82,199,20,4,2780
89.05607,745439900,12,0,5.67,11.82,253,25,5,3429
89.05607,745439900,12,0,5.67,11.82,155,15,3,1876
89.14393,753849700,12,3,4.15,10.62,253,25,5,2711
89.14393,753849700,12,3,4.15,10.62,147,15,3,1693
89.42282,756937300,14,2,4.91,11.36,399,40,8,4639
89.41236,752788860,10,1,4.5,11.6,158,15,3,2113
89.41236,752788860,10,1,4.5,11.6,150,15,3,2086
89.41236,752788860,10,1,4.5,11.6,158,15,3,2074
88.90096,759226500,13,3,4.24,10.2,404,40,8,4163
88.90096,759226500,13,3,4.24,10.2,199,20,4,2360
88.90096,759226500,13,3,4.24,10.2,209,20,4,2660
88.90096,759226500,13,3,4.24,10.2,193,20,4,2365
88.90096,759226500,13,3,4.24,10.2,404,40,8,4124
90.592705,768160300,14,0,6.1,13.08,253,25,5,2848
90.592705,768160300,14,0,6.1,13.08,195,20,4,2815
90.592705,768160300,14,0,6.1,13.08,442,45,9,4628
91.41894,800582140,15,3,6.44,11.69,310,30,6,3896
91.41894,800582140,15,3,6.44,11.69,195,20,4,2032
95.54505,791954000,12,0,5.41,11.54,199,20,4,2912
95.41107,783676600,10,1,4.17,9.25,199,20,4,2012
94.40049,784404540,11,1,1.88,3.75,256,25,5,3415
94.40049,784404540,11,1,1.88,3.75,442,45,9,4991
94.40049,784404540,11,1,1.88,3.75,147,15,3,2036
94.40049,784404540,11,1,1.88,3.75,149,15,3,1945
94.40049,784404540,11,1,1.88,3.75,145,15,3,1617
94.26283,788406300,14,5,4.5,11.8,156,15,3,1966
94.26283,788406300,14,5,4.5,11.8,417,40,8,5753
94.26283,788406300,14,5,4.5,11.8,193,20,4,2299
94.26283,788406300,14,5,4.5,11.8,161,15,3,1740
94.26283,788406300,14,5,4.5,11.8,399,40,8,4218
94.72173,804709000,16,5,6.38,12.43,399,40,8,4476
96.48553,793734300,15,0,7.23,10.38,158,15,3,1726
96.48553,793734300,15,0,7.23,10.38,153,15,3,2107
96.48553,793734300,15,0,7.23,10.38,149,15,3,2112
96.37585,793837950,13,3,5.44,10.41,147,15,3,1682
96.37585,793837950,13,3,5.44,10.41,149,15,3,1682
96.37585,793837950,13,3,5.44,10.41,151,15,3,2131
96.37585,793837950,13,3,5.44,10.41,245,25,5,3021
96.23283,792692540,14,4,4.35,11.6,442,45,9,5272
95.94902,789899970,14,1,5.36,13.98,199,20,4,2269
95.96157,784823400,13,1,5.53,12.07,209,20,4,2881
95.96157,784823400,13,1,5.53,12.07,245,25,5,3011
95.70849,782721860,12,2,4.39,9.59,197,20,4,2172
95.6821,788824770,11,1,4.25,11.64,254,25,5,2974
96.24471,785737340,10,1,3.05,5.43,161,15,3,1767
96.24471,785737340,10,1,3.05,5.43,397,40,8,4883
96.24308,793849000,11,2,4.84,11.61,254,25,5,3612
96.24308,793849000,11,2,4.84,11.61,197,20,4,2283
96.10313,792907400,11,2,4.63,11.07,195,20,4,2369
96.24308,793849000,11,2,4.84,11.61,158,15,3,1804
96.24308,793849000,11,2,4.84,11.61,209,20,4,2949
96.24308,793849000,11,2,4.84,11.61,310,30,6,4567
96.21706,794566500,13,4,5.12,12.07,158,15,3,1749
96.40062,788713860,12,1,5.42,10.76,310,30,6,4096
96.00195,784054800,12,1,4.5,10.52,150,15,3,1899
96.00195,784054800,12,1,4.5,10.52,397,40,8,4442
95.37786,779815900,13,2,3.67,9.4,152,15,3,2090
95.37786,779815900,13,2,3.67,9.4,155,15,3,2290
95.25882,788828540,11,2,3.68,8,155,15,3,2082
95.25882,788828540,11,2,3.68,8,245,25,5,2733
95.68444,788547140,10,0,4.35,9.99,253,25,5,3615
95.68444,788547140,10,0,4.35,9.99,149,15,3,1974
95.68444,788547140,10,0,4.35,9.99,209,20,4,2693
94.974106,794219200,12,3,2.38,5.7,255,25,5,3792
97.43576,803160260,12,1,4.25,8.1,147,15,3,1779
98.19445,796483800,10,1,3.12,9.05,255,25,5,3570
98.19445,796483800,10,1,3.12,9.05,150,15,3,1859
97.444305,820182300,10,2,2.35,6.83,201,20,4,2428
